Date,T_degC,PO4uM,SiO3uM,NO2uM,NO3uM,Salnty,O2ml_L
08/16/2008,18.560,0.220,1.000,0.000,0.000,33.620,6.010
07/20/2009,18.570,0.250,2.000,0.000,0.000,33.550,5.620
11/08/2005,18.610,0.570,5.100,0.000,0.000,33.705,5.930
02/11/2006,18.610,0.420,1.000,0.000,0.000,34.114,5.580
08/04/2011,18.650,0.290,0.000,0.010,0.000,33.630,5.970
11/10/2015,18.650,0.200,3.000,0.010,0.000,33.459,5.970
07/26/2019,18.680,0.310,1.000,0.000,0.000,33.530,5.300
07/27/2003,18.690,0.470,2.000,0.000,0.000,33.646,5.580
07/20/2009,18.690,0.250,2.000,0.000,0.100,33.540,5.550
07/23/2009,18.690,0.250,2.000,0.000,0.000,33.540,5.510
04/16/2017,18.700,0.240,1.000,0.000,0.000,33.437,5.690
07/26/2003,18.720,0.470,2.000,0.000,0.000,33.650,5.570
07/28/2004,18.720,0.420,1.500,0.000,0.000,33.542,5.690
04/14/2014,18.770,0.290,0.900,0.000,0.000,33.743,6.100
10/26/2003,18.780,0.470,2.000,0.000,0.000,33.469,5.510
01/14/2008,18.820,0.220,1.000,0.000,0.000,33.686,5.650
07/23/2019,18.820,0.240,1.000,0.000,0.000,33.530,5.480
03/25/2004,18.850,0.490,3.900,0.000,0.000,33.585,5.650
02/13/2006,18.900,0.400,1.000,0.000,0.000,33.992,5.570
04/29/2005,18.950,0.450,2.000,0.000,0.000,33.668,5.770
07/12/2005,18.950,0.370,4.700,0.010,0.000,33.750,5.770
04/06/2003,18.960,0.470,1.000,0.000,0.000,33.630,5.480
11/09/2004,18.960,0.460,1.400,0.000,0.000,33.511,5.540
03/24/2004,18.980,0.490,4.000,0.000,0.000,33.590,5.630
07/25/2003,18.990,0.470,2.000,0.000,0.000,33.660,5.540
10/19/2012,18.990,0.140,0.000,0.000,0.100,33.660,5.150
10/20/2012,18.990,0.140,0.000,0.000,0.100,33.660,5.540
10/30/2008,19.010,0.220,0.000,0.000,0.000,33.570,5.950
04/21/2005,19.030,0.450,2.000,0.000,0.000,33.600,5.490
10/23/2012,19.030,0.160,0.000,0.000,0.000,33.660,5.420
10/24/2012,19.030,0.160,0.000,0.000,0.000,33.660,5.420
07/12/2015,19.030,0.190,1.500,0.020,0.000,33.483,5.720
01/10/2005,19.040,0.380,2.000,0.000,0.000,33.622,5.680
04/08/2016,19.050,0.340,1.500,0.000,0.000,33.384,5.430
03/23/2004,19.070,0.510,4.000,0.000,0.000,33.600,5.570
04/06/2004,19.090,0.440,2.500,0.000,0.000,33.577,5.460
07/22/2004,19.090,0.420,2.000,0.000,0.000,33.560,5.640
07/23/2004,19.090,0.420,2.000,0.000,0.000,33.560,5.650
04/04/2014,19.170,0.200,2.000,0.000,0.000,33.630,5.680
10/25/2008,19.180,0.250,1.000,0.000,0.000,33.640,5.440
06/19/2018,19.180,0.170,1.000,0.000,0.000,33.700,5.840
10/17/2008,19.190,0.220,2.000,0.000,0.000,33.580,5.680
11/11/2017,19.250,0.110,1.000,0.000,0.000,33.803,5.620
11/18/2014,19.260,0.370,1.000,0.000,0.000,33.515,5.750
11/19/2014,19.260,0.370,1.000,0.000,0.000,33.515,5.750
04/18/2015,19.260,0.210,1.000,0.000,0.000,33.567,5.510
01/22/2016,19.300,0.240,2.000,0.030,0.000,33.460,5.380
01/23/2016,19.300,0.240,2.000,0.030,0.000,33.460,5.360
11/01/2003,19.310,0.400,5.000,0.000,0.000,33.666,5.690
10/30/2015,19.310,0.240,2.000,0.020,0.000,33.456,5.240
01/24/2016,19.310,0.240,2.000,0.020,0.000,33.456,5.240
04/09/2014,19.380,0.320,0.000,0.000,0.000,33.630,5.510
04/17/2014,19.380,0.320,0.000,0.000,0.000,33.630,5.510
01/11/2016,19.380,0.220,2.000,0.000,0.000,33.387,5.390
11/10/2016,19.390,0.150,2.000,0.010,0.000,33.412,5.430
01/16/2005,19.400,0.490,10.000,0.010,0.000,34.012,6.120
04/08/2014,19.410,0.340,0.000,0.000,0.000,33.630,5.490
04/10/2014,19.410,0.340,0.000,0.000,0.000,33.630,5.490
04/22/2005,19.430,0.470,2.000,0.000,0.000,33.588,4.970
04/25/2005,19.440,0.470,2.000,0.000,0.000,33.583,5.270
01/12/2016,19.440,0.200,1.500,0.000,0.000,33.393,5.380
01/18/2009,19.460,0.300,0.000,0.000,0.000,33.610,5.790
04/14/2018,19.460,0.260,2.000,0.400,0.600,34.100,4.810
01/13/2016,19.500,0.170,1.000,0.000,0.000,33.410,5.370
11/11/2004,19.510,0.440,1.000,0.000,0.000,33.559,5.450
08/15/2017,19.520,0.340,6.000,0.980,1.200,33.618,4.680
11/10/2004,19.550,0.440,1.000,0.000,0.000,33.564,5.440
11/11/2016,19.570,0.160,2.000,0.010,0.000,33.452,5.400
11/12/2016,19.580,0.170,2.000,0.010,0.000,33.494,5.410
11/13/2016,19.580,0.170,2.000,0.010,0.000,33.498,5.400
11/14/2016,19.580,0.170,2.000,0.010,0.000,33.498,5.400
11/12/2004,19.590,0.440,2.000,0.000,0.000,33.564,5.410
01/17/2004,19.600,0.420,6.000,0.040,0.000,33.501,5.660
02/14/2006,19.600,0.410,1.600,0.000,0.000,33.871,5.460
01/30/2012,19.600,0.200,0.000,0.000,0.100,33.660,5.800
01/18/2004,19.610,0.420,6.000,0.000,0.000,33.704,5.650
07/13/2004,19.610,0.490,1.000,0.000,0.000,33.520,5.770
07/16/2004,19.610,0.440,2.000,0.000,0.000,33.520,5.420
04/02/2012,19.610,0.160,0.000,0.000,0.100,33.660,5.810
04/13/2018,19.620,0.250,2.000,0.380,0.600,34.102,4.820
01/15/2016,19.680,0.170,1.000,0.000,0.000,33.411,5.170
08/13/2017,19.700,0.330,6.000,1.020,1.000,33.625,4.680
07/13/2016,19.750,0.130,1.000,0.000,0.000,33.532,5.350
08/09/2017,19.770,0.130,2.000,0.000,0.000,33.423,5.470
04/17/2017,19.800,0.240,1.700,0.000,0.000,33.489,5.530
04/04/2004,19.810,0.440,2.000,0.000,0.000,33.630,5.470
04/05/2004,19.810,0.440,2.000,0.000,0.000,33.630,5.390
07/12/2016,19.820,0.150,1.000,0.000,0.000,33.536,5.340
04/12/2016,19.850,0.350,2.000,0.000,0.000,33.458,5.330
04/15/2016,19.850,0.350,2.000,0.000,0.000,33.458,5.330
04/14/2016,19.870,0.330,2.000,0.000,0.000,33.459,5.320
04/16/2016,19.870,0.330,2.000,0.000,0.000,33.459,5.320
11/18/2009,19.890,0.280,2.000,0.000,0.000,33.660,5.530
04/09/2017,19.910,0.240,5.000,0.020,0.000,33.631,5.380
07/03/2005,20.030,0.500,2.000,0.000,0.000,33.807,5.550
04/19/2015,20.090,0.200,1.000,0.000,0.000,33.627,5.320
07/08/2015,20.160,0.170,1.000,0.010,0.000,33.560,5.520
07/09/2015,20.160,0.170,1.000,0.010,0.000,33.560,5.520
07/11/2015,20.160,0.150,1.000,0.020,0.000,33.552,5.560
10/28/2018,20.170,0.390,3.400,0.000,0.000,34.336,4.450
01/17/2015,20.220,0.150,1.000,0.000,0.000,33.654,5.340
01/18/2015,20.220,0.150,1.000,0.000,0.000,33.654,5.340
08/08/2017,20.250,0.130,2.000,0.000,0.000,33.492,5.330
10/29/2012,20.300,0.250,0.000,0.010,0.100,33.590,5.670
10/30/2012,20.310,0.250,0.000,0.010,0.100,33.594,5.660
02/15/2006,20.330,0.420,2.000,0.000,0.000,33.785,5.340
10/31/2012,20.350,0.250,0.000,0.000,0.100,33.620,5.620
11/02/2012,20.350,0.250,0.000,0.000,0.100,33.620,5.620
02/02/2015,20.370,0.220,0.000,0.000,0.000,33.685,5.500
01/07/2005,20.380,0.420,2.000,0.000,0.000,33.684,5.330
04/30/2005,20.380,0.440,2.000,0.000,0.000,33.689,5.340
04/15/2017,20.390,0.240,2.000,0.000,0.000,33.535,5.450
04/18/2017,20.390,0.240,1.900,0.000,0.000,33.537,5.450
04/19/2017,20.400,0.260,1.000,0.000,0.000,33.553,5.430
04/20/2017,20.400,0.260,1.000,0.000,0.000,33.553,5.430
07/10/2014,20.410,0.330,1.000,0.000,0.000,33.557,5.760
01/17/2005,20.490,0.630,11.000,0.010,0.000,34.037,6.290
01/11/2005,20.530,0.350,2.000,0.000,0.000,33.689,5.370
01/12/2005,20.530,0.350,2.000,0.000,0.000,33.686,5.390
08/07/2017,20.680,0.130,2.000,0.000,0.000,33.553,5.210
08/10/2017,20.680,0.140,2.000,0.000,0.000,33.553,5.210
08/12/2017,20.680,0.200,2.000,0.000,0.200,33.557,5.230
08/16/2017,20.680,0.200,2.000,0.000,0.200,33.557,5.230
02/17/2006,20.750,0.400,1.000,0.000,0.000,33.801,5.310
11/18/2017,20.750,0.090,1.000,0.000,0.000,33.626,5.220
11/19/2017,20.750,0.090,1.000,0.000,0.000,33.664,5.210
11/20/2017,20.750,0.040,1.000,0.000,0.000,33.665,5.200
01/12/2017,20.810,0.160,2.000,0.000,0.000,33.633,5.300
01/14/2017,20.810,0.150,2.000,0.000,0.000,33.636,5.300
01/15/2017,20.810,0.150,2.000,0.000,0.000,33.636,5.300
04/04/2019,20.810,0.170,1.000,0.000,0.000,33.828,5.510
01/11/2017,20.820,0.170,2.000,0.000,0.000,33.632,5.310
01/13/2017,20.820,0.170,2.000,0.000,0.000,33.632,5.310
01/16/2017,20.820,0.170,2.000,0.000,0.000,33.640,5.270
01/17/2017,20.820,0.170,2.000,0.000,0.000,33.640,5.270
04/08/2015,20.830,0.220,1.000,0.010,0.000,33.660,5.300
04/09/2015,20.830,0.220,1.000,0.010,0.000,33.661,5.300
04/10/2015,20.830,0.220,1.000,0.000,0.000,33.668,5.330
04/12/2015,20.830,0.220,1.000,0.000,0.000,33.668,5.330
11/11/2014,20.890,0.330,1.000,0.000,0.000,33.666,5.320
08/13/2017,20.900,0.140,6.000,0.110,0.000,33.682,4.990
03/31/2017,20.920,0.170,6.000,0.050,0.000,33.680,5.000
04/01/2017,20.920,0.150,6.000,0.060,0.000,33.679,5.010
08/14/2017,20.920,0.130,6.000,0.060,0.000,33.683,5.000
04/08/2018,21.030,0.220,2.000,0.000,0.000,34.038,5.340
06/14/2018,21.090,0.200,1.000,0.000,0.000,33.641,5.410
04/11/2017,21.130,0.280,5.000,0.030,0.000,33.717,5.230
04/13/2014,21.150,0.230,0.000,0.000,0.000,33.780,5.520
04/15/2014,21.150,0.230,0.000,0.000,0.000,33.780,5.520
01/31/2014,21.190,0.230,0.000,0.000,0.000,33.780,5.500
04/16/2014,21.190,0.230,0.000,0.000,0.000,33.780,5.500
06/24/2018,21.270,0.170,1.500,0.000,0.000,33.705,5.390
04/08/2019,21.340,0.230,1.900,0.000,0.000,34.249,5.450
06/11/2018,21.350,0.350,1.000,0.000,0.000,34.342,4.960
11/10/2017,21.510,0.200,1.000,0.000,0.000,33.873,5.160
11/09/2017,21.660,0.110,0.300,0.000,0.000,33.907,5.130
07/13/2005,21.710,0.370,8.000,0.010,0.000,33.968,5.400
04/08/2018,21.710,0.210,1.500,0.000,0.000,34.014,5.230
11/12/2017,21.720,0.020,0.000,0.000,0.000,33.938,5.120
11/13/2017,21.740,0.070,1.000,0.000,0.000,33.931,5.120
02/01/2018,21.880,0.100,1.000,0.000,0.000,33.771,5.090
02/02/2018,21.890,0.020,1.000,0.000,0.000,33.837,5.090
02/03/2018,21.890,0.020,1.000,0.000,0.000,33.837,5.090
11/09/2005,21.900,0.520,4.100,0.000,0.000,33.827,5.250
02/04/2018,21.920,0.000,1.000,0.000,0.000,33.842,5.090
02/05/2018,21.920,0.000,1.000,0.000,0.000,33.842,5.090
04/18/2005,22.000,0.330,3.000,0.010,0.000,34.068,5.640
11/10/2005,22.200,0.510,4.000,0.000,0.000,33.840,5.160
11/13/2005,22.220,0.420,3.000,0.000,0.000,33.839,5.120
04/08/2018,22.320,0.200,1.000,0.000,0.000,33.999,5.140
04/09/2018,22.320,0.200,1.000,0.000,0.000,33.996,5.140
04/10/2018,22.330,0.170,1.000,0.000,0.000,33.973,5.120
04/10/2018,22.330,0.170,1.000,0.000,0.000,33.973,5.120
07/02/2005,22.380,0.510,2.000,0.000,0.000,33.927,5.150
06/20/2018,22.590,0.170,2.000,0.000,0.000,33.728,5.040
07/01/2005,22.610,0.470,2.000,0.000,0.000,34.070,5.090
06/14/2018,22.610,0.200,1.000,0.000,0.000,33.726,5.020
06/21/2018,22.640,0.170,2.000,0.000,0.000,33.581,5.030
04/11/2018,22.660,0.150,1.000,0.000,0.000,34.198,5.040
04/11/2018,22.740,0.160,1.000,0.000,0.000,34.201,5.040
04/04/2019,22.910,0.170,1.000,0.000,0.000,33.908,5.200
10/21/2018,22.950,0.320,0.900,0.030,0.000,34.329,5.210
06/15/2018,23.000,0.200,2.000,0.000,0.000,33.727,5.010
04/12/2018,23.270,0.220,1.000,0.000,0.000,34.221,5.020
04/15/2018,23.310,0.220,1.000,0.000,0.000,34.223,5.020
06/11/2018,23.320,0.220,0.500,0.010,0.100,34.371,4.900
04/16/2018,23.650,0.220,1.000,0.000,0.000,34.237,5.020
04/16/2018,23.690,0.210,1.000,0.000,0.000,34.239,5.010
04/17/2018,23.950,0.170,1.000,0.000,0.000,34.252,4.930
04/18/2018,23.950,0.170,1.000,0.000,0.000,34.252,4.930
04/11/2019,23.950,0.170,0.900,0.000,0.000,34.434,5.080
04/02/2019,24.080,0.150,1.000,0.000,0.000,33.979,4.870
04/03/2019,24.080,0.150,1.000,0.000,0.000,33.979,4.870
04/03/2019,24.080,0.170,1.000,0.000,0.000,33.982,4.980
02/12/2019,24.590,0.260,1.000,0.080,0.000,34.212,4.920
10/23/2018,24.610,0.280,0.200,0.030,0.000,34.441,5.030
06/10/2018,24.920,0.130,0.000,0.020,0.100,34.421,4.850
02/09/2019,24.940,0.250,1.000,0.080,0.000,34.310,4.860
06/09/2018,25.180,0.170,0.000,0.000,0.000,34.437,4.800
06/12/2018,25.180,0.150,0.000,0.000,0.000,34.437,4.800
02/10/2019,25.260,0.240,1.000,0.080,0.000,34.403,4.800
02/11/2019,25.270,0.250,1.100,0.080,0.000,34.403,4.800
10/16/2018,25.330,0.310,2.000,0.090,0.000,34.403,4.790
10/17/2018,25.330,0.310,2.000,0.090,0.000,34.403,4.790
10/24/2018,25.410,0.260,0.000,0.030,0.000,34.544,4.780
10/29/2018,25.410,0.250,0.000,0.030,0.000,34.545,4.780
04/08/2019,25.410,0.130,0.000,0.000,0.000,34.595,4.740
04/14/2019,25.410,0.130,0.000,0.000,0.000,34.595,4.740
10/25/2018,25.420,0.200,0.000,0.030,0.000,34.552,4.780
10/26/2018,25.420,0.200,0.000,0.030,0.000,34.552,4.780
04/10/2019,25.420,0.130,0.000,0.000,0.000,34.595,4.760
04/13/2019,25.420,0.130,0.000,0.000,0.000,34.595,4.760
